Rank,Country,Number of Visa-Free Destinations,Year,Exports,Year_exports,Top export (2021),Imports,Year_imports,Education Index,averageIqByCountry_iqLynnBecker2019,averageIqByCountry_sourceLynnBecker2019,AverageIQ_ICI2017Grade,AverageIQ_ICI2017Score,OverallPisaScore2022,PISAScoresMathScore2022,PISAScoresScienceScore2022,PISAScoresReadingScore2022,LiteracyRateAllGenders,LiteracyRateFemale,LiteracyRateMale,Year_countries_literacy_rate,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
16.0,Monaco,176.0,2023.0,,,,1371.0,2017 est.,,,,,,,,,,,,,,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,161780.745361248,179369.268180394,165497.097810044,185055.517569114,195772.724261668,170338.680381498,174412.494536127,173611.687859934,193968.090133158,199382.838585354,182537.387370109,235132.784182144,240862.18244774
16.0,Monaco,174.0,2024.0,,,,1371.0,2017 est.,,,,,,,,,,,,,,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,161780.745361248,179369.268180394,165497.097810044,185055.517569114,195772.724261668,170338.680381498,174412.494536127,173611.687859934,193968.090133158,199382.838585354,182537.387370109,235132.784182144,240862.18244774
15.0,Chile,177.0,2022.0,107077.0,2022,Copper,109265.0,2022,0.732,87.89,T,C+,37.8,1304.0,412.0,444.0,448.0,97.0,97.0,97.1,2022.0,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,12764.5931178671,14637.7561666254,15397.7804598152,15842.15915686,14675.1508730028,13567.3572174332,13788.2400157601,15034.0584252287,15820.0333571155,14632.6903076927,13173.7847941723,16240.6077759729,15355.4797401048
17.0,Chile,175.0,2023.0,107077.0,2022,Copper,109265.0,2022,0.732,87.89,T,C+,37.8,1304.0,412.0,444.0,448.0,97.0,97.0,97.1,2022.0,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,12764.5931178671,14637.7561666254,15397.7804598152,15842.15915686,14675.1508730028,13567.3572174332,13788.2400157601,15034.0584252287,15820.0333571155,14632.6903076927,13173.7847941723,16240.6077759729,15355.4797401048
16.0,Chile,174.0,2024.0,107077.0,2022,Copper,109265.0,2022,0.732,87.89,T,C+,37.8,1304.0,412.0,444.0,448.0,97.0,97.0,97.1,2022.0,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,12764.5931178671,14637.7561666254,15397.7804598152,15842.15915686,14675.1508730028,13567.3572174332,13788.2400157601,15034.0584252287,15820.0333571155,14632.6903076927,13173.7847941723,16240.6077759729,15355.4797401048
16.0,Argentina,174.0,2022.0,102947.0,2022,Soybeans,76162.0,2022,0.818,86.63,T,B-,40.5,1185.0,378.0,406.0,401.0,99.0,99.1,98.9,2018.0,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,10385.9644319555,12848.7391514568,13082.664325572,13080.2547323367,12334.7982453893,13789.060424772,12790.2641396135,14613.0356486571,11795.1627452798,9963.67416171662,8500.83793850534,10650.8604604345,13650.6046294524
18.0,Argentina,173.0,2023.0,102947.0,2022,Soybeans,76162.0,2022,0.818,86.63,T,B-,40.5,1185.0,378.0,406.0,401.0,99.0,99.1,98.9,2018.0,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,10385.9644319555,12848.7391514568,13082.664325572,13080.2547323367,12334.7982453893,13789.060424772,12790.2641396135,14613.0356486571,11795.1627452798,9963.67416171662,8500.83793850534,10650.8604604345,13650.6046294524
19.0,Argentina,170.0,2024.0,102947.0,2022,Soybeans,76162.0,2022,0.818,86.63,T,B-,40.5,1185.0,378.0,406.0,401.0,99.0,99.1,98.9,2018.0,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,10385.9644319555,12848.7391514568,13082.664325572,13080.2547323367,12334.7982453893,13789.060424772,12790.2641396135,14613.0356486571,11795.1627452798,9963.67416171662,8500.83793850534,10650.8604604345,13650.6046294524
17.0,Brazil,173.0,2022.0,379783.0,2022,Iron ore,272701.0,2022,0.594,83.38,T,C+,36.2,1192.0,379.0,403.0,410.0,94.0,94.5,94.1,2021.0,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,11249.2918904352,13200.5562348789,12327.5131013057,12258.5657091866,12071.4044637296,8783.2154236384,8680.73646873878,9896.71889500528,9121.02099480377,8845.32414932264,6923.6999117682,7696.78483012849,8917.67491057495
20.0,Brazil,171.0,2023.0,379783.0,2022,Iron ore,272701.0,2022,0.594,83.38,T,C+,36.2,1192.0,379.0,403.0,410.0,94.0,94.5,94.1,2021.0,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,11249.2918904352,13200.5562348789,12327.5131013057,12258.5657091866,12071.4044637296,8783.2154236384,8680.73646873878,9896.71889500528,9121.02099480377,8845.32414932264,6923.6999117682,7696.78483012849,8917.67491057495
19.0,Brazil,170.0,2024.0,379783.0,2022,Iron ore,272701.0,2022,0.594,83.38,T,C+,36.2,1192.0,379.0,403.0,410.0,94.0,94.5,94.1,2021.0,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,11249.2918904352,13200.5562348789,12327.5131013057,12258.5657091866,12071.4044637296,8783.2154236384,8680.73646873878,9896.71889500528,9121.02099480377,8845.32414932264,6923.6999117682,7696.78483012849,8917.67491057495
18.0,San Marino,172.0,2022.0,3420.0,2021,Dish washing machines,315.0,2018,0.662,,,,,,,,,100.0,99.9,99.9,2018.0,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,59516.3233988223,55815.2852611454,48433.5702995685,50435.3673298211,50133.6065243359,42281.8112549264,43398.4285257227,44885.517837773,48464.5246477919,47287.3983948633,45321.4892226161,54982.451714817,
19.0,San Marino,172.0,2023.0,3420.0,2021,Dish washing machines,315.0,2018,0.662,,,,,,,,,100.0,99.9,99.9,2018.0,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,59516.3233988223,55815.2852611454,48433.5702995685,50435.3673298211,50133.6065243359,42281.8112549264,43398.4285257227,44885.517837773,48464.5246477919,47287.3983948633,45321.4892226161,54982.451714817,
20.0,San Marino,169.0,2024.0,3420.0,2021,Dish washing machines,315.0,2018,0.662,,,,,,,,,100.0,99.9,99.9,2018.0,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,59516.3233988223,55815.2852611454,48433.5702995685,50435.3673298211,50133.6065243359,42281.8112549264,43398.4285257227,44885.517837773,48464.5246477919,47287.3983948633,45321.4892226161,54982.451714817,
19.0,Andorra,171.0,2022.0,2414.0,2021,Cars,1864.0,2022,0.649,,,,,,,,,100.0,100.0,100.0,2016.0,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,48237.8905407208,51428.1896998835,44902.38771225,44747.7611562684,45680.5469412164,38885.5485894753,39931.2362644858,40632.2089824607,42904.8115883352,41328.6123929102,37207.2388711909,42072.3194231234,41992.7727779758
19.0,Andorra,170.0,2023.0,2414.0,2021,Cars,1864.0,2022,0.649,,,,,,,,,100.0,100.0,100.0,2016.0,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,48237.8905407208,51428.1896998835,44902.38771225,44747.7611562684,45680.5469412164,38885.5485894753,39931.2362644858,40632.2089824607,42904.8115883352,41328.6123929102,37207.2388711909,42072.3194231234,41992.7727779758
21.0,Andorra,168.0,2024.0,2414.0,2021,Cars,1864.0,2022,0.649,,,,,,,,,100.0,100.0,100.0,2016.0,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,48237.8905407208,51428.1896998835,44902.38771225,44747.7611562684,45680.5469412164,38885.5485894753,39931.2362644858,40632.2089824607,42904.8115883352,41328.6123929102,37207.2388711909,42072.3194231234,41992.7727779758
19.0,Hong Kong,171.0,2022.0,698293.0,2022,Integrated circuits,669093.0,2022,0.802,105.37,T,B+,51.2,1560.0,540.0,520.0,500.0,,,,,,,,,,,,,,,,,,,,
19.0,Hong Kong,170.0,2023.0,698293.0,2022,Integrated circuits,669093.0,2022,0.802,105.37,T,B+,51.2,1560.0,540.0,520.0,500.0,,,,,,,,,,,,,,,,,,,,
18.0,Hong Kong,171.0,2024.0,698293.0,2022,Integrated circuits,669093.0,2022,0.802,105.37,T,B+,51.2,1560.0,540.0,520.0,500.0,,,,,,,,,,,,,,,,,,,,
20.0,Brunei,168.0,2022.0,11202.0,2021,Petroleum,9189.0,2022,,87.58,E,,,1317.0,442.0,446.0,429.0,98.0,96.9,98.3,2021.0,,,,,,,,,,,,,,,,
20.0,Brunei,166.0,2023.0,11202.0,2021,Petroleum,9189.0,2022,,87.58,E,,,1317.0,442.0,446.0,429.0,98.0,96.9,98.3,2021.0,,,,,,,,,,,,,,,,
22.0,Brunei,166.0,2024.0,11202.0,2021,Petroleum,9189.0,2022,,87.58,E,,,1317.0,442.0,446.0,429.0,98.0,96.9,98.3,2021.0,,,,,,,,,,,,,,,,
21.0,Israel,166.0,2022.0,166098.0,2022,Diamonds,107083.0,2022,0.835,92.43,T,B+,50.1,1397.0,458.0,465.0,474.0,,,,,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,31266.6053174383,34354.7161182231,33156.2283157638,36941.8423573582,38259.6810956173,36206.5222171621,37690.4739511859,41114.7817082553,42406.8454263606,44452.2325623093,44846.7915954816,52129.5159612108,54930.9388075096
22.0,Israel,159.0,2023.0,166098.0,2022,Diamonds,107083.0,2022,0.835,92.43,T,B+,50.1,1397.0,458.0,465.0,474.0,,,,,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,31266.6053174383,34354.7161182231,33156.2283157638,36941.8423573582,38259.6810956173,36206.5222171621,37690.4739511859,41114.7817082553,42406.8454263606,44452.2325623093,44846.7915954816,52129.5159612108,54930.9388075096
24.0,Israel,159.0,2024.0,166098.0,2022,Diamonds,107083.0,2022,0.835,92.43,T,B+,50.1,1397.0,458.0,465.0,474.0,,,,,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,31266.6053174383,34354.7161182231,33156.2283157638,36941.8423573582,38259.6810956173,36206.5222171621,37690.4739511859,41114.7817082553,42406.8454263606,44452.2325623093,44846.7915954816,52129.5159612108,54930.9388075096
22.0,Barbados,165.0,2022.0,2228.0,2017,Rum,2147.0,2022,0.722,,,,,,,,,100.0,99.6,99.6,2014.0,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,16494.2430408684,16902.4923226589,16704.9243836827,16923.5909197623,16964.7522640211,17023.6943646321,17381.3650865426,17881.5632533033,18271.2522525099,19063.1022913841,16882.5015230162,17507.4679943101,20238.7842420154
21.0,Barbados,163.0,2023.0,2228.0,2017,Rum,2147.0,2022,0.722,,,,,,,,,100.0,99.6,99.6,2014.0,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,16494.2430408684,16902.4923226589,16704.9243836827,16923.5909197623,16964.7522640211,17023.6943646321,17381.3650865426,17881.5632533033,18271.2522525099,19063.1022913841,16882.5015230162,17507.4679943101,20238.7842420154
23.0,Barbados,163.0,2024.0,2228.0,2017,Rum,2147.0,2022,0.722,,,,,,,,,100.0,99.6,99.6,2014.0,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,16494.2430408684,16902.4923226589,16704.9243836827,16923.5909197623,16964.7522640211,17023.6943646321,17381.3650865426,17881.5632533033,18271.2522525099,19063.1022913841,16882.5015230162,17507.4679943101,20238.7842420154
23.0,Mexico,161.0,2022.0,626625.0,2022,Cars,604615.0,2022,0.623,87.73,T,C,30.7,1220.0,395.0,410.0,415.0,95.0,94.5,96.1,2020.0,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,9823.16407600128,10766.6099388208,10842.7330888296,11317.4910611485,11490.0216901556,10098.1731805195,9152.73722334937,9693.33009125499,10130.3206984553,10434.5783651735,8894.89065003643,10359.1498625832,11496.5228716049
22.0,Mexico,159.0,2023.0,626625.0,2022,Cars,604615.0,2022,0.623,87.73,T,C,30.7,1220.0,395.0,410.0,415.0,95.0,94.5,96.1,2020.0,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,9823.16407600128,10766.6099388208,10842.7330888296,11317.4910611485,11490.0216901556,10098.1731805195,9152.73722334937,9693.33009125499,10130.3206984553,10434.5783651735,8894.89065003643,10359.1498625832,11496.5228716049
24.0,Mexico,159.0,2024.0,626625.0,2022,Cars,604615.0,2022,0.623,87.73,T,C,30.7,1220.0,395.0,410.0,415.0,95.0,94.5,96.1,2020.0,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,9823.16407600128,10766.6099388208,10842.7330888296,11317.4910611485,11490.0216901556,10098.1731805195,9152.73722334937,9693.33009125499,10130.3206984553,10434.5783651735,8894.89065003643,10359.1498625832,11496.5228716049
24.0,Bahamas,158.0,2022.0,3202.0,2021,Petroleum,3758.0,2022,0.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,Bahamas,156.0,2023.0,3202.0,2021,Petroleum,3758.0,2022,0.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Bahamas,155.0,2024.0,3202.0,2021,Petroleum,3758.0,2022,0.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Saint Kitts and Nevis,156.0,2022.0,393.0,2021,Broadcasting equipment,377.8,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,Saint Kitts and Nevis,155.0,2023.0,393.0,2021,Broadcasting equipment,377.8,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Saint Kitts and Nevis,157.0,2024.0,393.0,2021,Broadcasting equipment,377.8,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Saint Vincent and the Grenadines,157.0,2022.0,138.0,2021,Boats,438.0,2022,0.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Saint Vincent and the Grenadines,154.0,2023.0,138.0,2021,Boats,438.0,2022,0.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,Saint Vincent and the Grenadines,152.0,2024.0,138.0,2021,Boats,438.0,2022,0.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Vatican City,157.0,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Vatican City,154.0,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,Vatican City,154.0,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Uruguay,156.0,2022.0,22605.0,2022,Beef,12973.0,2022,0.717,87.59,E,C+,37.9,1274.0,409.0,435.0,430.0,99.0,99.0,98.5,2019.0,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,12512.5941268441,14975.5628186737,16087.2520777973,18140.8922133059,18131.5788465661,16950.7531694816,16837.9403803049,18995.3970195554,19026.0498173005,18098.361548609,15650.4993032445,17923.9953327961,20795.0423535553
26.0,Uruguay,153.0,2023.0,22605.0,2022,Beef,12973.0,2022,0.717,87.59,E,C+,37.9,1274.0,409.0,435.0,430.0,99.0,99.0,98.5,2019.0,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,12512.5941268441,14975.5628186737,16087.2520777973,18140.8922133059,18131.5788465661,16950.7531694816,16837.9403803049,18995.3970195554,19026.0498173005,18098.361548609,15650.4993032445,17923.9953327961,20795.0423535553
28.0,Uruguay,153.0,2024.0,22605.0,2022,Beef,12973.0,2022,0.717,87.59,E,C+,37.9,1274.0,409.0,435.0,430.0,99.0,99.0,98.5,2019.0,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,12512.5941268441,14975.5628186737,16087.2520777973,18140.8922133059,18131.5788465661,16950.7531694816,16837.9403803049,18995.3970195554,19026.0498173005,18098.361548609,15650.4993032445,17923.9953327961,20795.0423535553
26.0,Seychelles,156.0,2022.0,1751.0,2021,Boats,717.5,2022,0.681,,,,,,,,,96.0,96.4,95.4,2020.0,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,10938.1527643413,12113.881722186,12342.5102824514,14729.6266228185,15188.1746751096,14894.4857827096,15409.8046337211,15961.2436308497,16411.9211174277,16851.1197648771,12020.021064317,12963.0589802139,13250.4558332375
24.0,Seychelles,155.0,2023.0,1751.0,2021,Boats,717.5,2022,0.681,,,,,,,,,96.0,96.4,95.4,2020.0,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,10938.1527643413,12113.881722186,12342.5102824514,14729.6266228185,15188.1746751096,14894.4857827096,15409.8046337211,15961.2436308497,16411.9211174277,16851.1197648771,12020.021064317,12963.0589802139,13250.4558332375
28.0,Seychelles,153.0,2024.0,1751.0,2021,Boats,717.5,2022,0.681,,,,,,,,,96.0,96.4,95.4,2020.0,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,10938.1527643413,12113.881722186,12342.5102824514,14729.6266228185,15188.1746751096,14894.4857827096,15409.8046337211,15961.2436308497,16411.9211174277,16851.1197648771,12020.021064317,12963.0589802139,13250.4558332375
27.0,Antigua and Barbuda,154.0,2022.0,752.0,2021,Petroleum,623.0,2022,,,,,,,,,,,,,,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,13404.5160161036,14774.0321811278,15136.8411091932,14977.0718321065,15451.4952444039,15985.5411386971,16449.0591470407,16803.8702340001,18133.8226008953,18730.0047966374,15224.8585890561,17178.5437160522,19919.7266867883
28.0,Antigua and Barbuda,150.0,2023.0,752.0,2021,Petroleum,623.0,2022,,,,,,,,,,,,,,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,13404.5160161036,14774.0321811278,15136.8411091932,14977.0718321065,15451.4952444039,15985.5411386971,16449.0591470407,16803.8702340001,18133.8226008953,18730.0047966374,15224.8585890561,17178.5437160522,19919.7266867883
30.0,Antigua and Barbuda,151.0,2024.0,752.0,2021,Petroleum,623.0,2022,,,,,,,,,,,,,,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,13404.5160161036,14774.0321811278,15136.8411091932,14977.0718321065,15451.4952444039,15985.5411386971,16449.0591470407,16803.8702340001,18133.8226008953,18730.0047966374,15224.8585890561,17178.5437160522,19919.7266867883
28.0,Costa Rica,152.0,2022.0,28092.0,2022,Medical instruments,21143.0,2022,0.666,88.34,T,C,32.4,1211.0,385.0,411.0,415.0,98.0,98.1,98.0,2021.0,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,8147.24398493375,9137.4551007756,9971.65165576585,10633.2665504623,10737.6788811529,11529.9551730192,11899.8139833748,12118.1336248174,12383.1499522763,12669.3411549351,12179.2566735195,12604.0488374731,13365.3563992692
27.0,Costa Rica,151.0,2023.0,28092.0,2022,Medical instruments,21143.0,2022,0.666,88.34,T,C,32.4,1211.0,385.0,411.0,415.0,98.0,98.1,98.0,2021.0,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,8147.24398493375,9137.4551007756,9971.65165576585,10633.2665504623,10737.6788811529,11529.9551730192,11899.8139833748,12118.1336248174,12383.1499522763,12669.3411549351,12179.2566735195,12604.0488374731,13365.3563992692
31.0,Costa Rica,150.0,2024.0,28092.0,2022,Medical instruments,21143.0,2022,0.666,88.34,T,C,32.4,1211.0,385.0,411.0,415.0,98.0,98.1,98.0,2021.0,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,8147.24398493375,9137.4551007756,9971.65165576585,10633.2665504623,10737.6788811529,11529.9551730192,11899.8139833748,12118.1336248174,12383.1499522763,12669.3411549351,12179.2566735195,12604.0488374731,13365.3563992692
29.0,Trinidad and Tobago,151.0,2022.0,11467.0,2021,Petroleum,6202.0,2022,,,,,,,,,,,,,,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,15711.5587055513,17910.319154168,19110.0538950806,19927.4039046998,20473.404028045,18508.770502876,16139.105257595,16258.7489291438,16328.1268925695,15642.4067190576,13705.900228571,16056.3020409273,19629.4653400829
28.0,Trinidad and Tobago,150.0,2023.0,11467.0,2021,Petroleum,6202.0,2022,,,,,,,,,,,,,,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,15711.5587055513,17910.319154168,19110.0538950806,19927.4039046998,20473.404028045,18508.770502876,16139.105257595,16258.7489291438,16328.1268925695,15642.4067190576,13705.900228571,16056.3020409273,19629.4653400829
30.0,Trinidad and Tobago,151.0,2024.0,11467.0,2021,Petroleum,6202.0,2022,,,,,,,,,,,,,,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,15711.5587055513,17910.319154168,19110.0538950806,19927.4039046998,20473.404028045,18508.770502876,16139.105257595,16258.7489291438,16328.1268925695,15642.4067190576,13705.900228571,16056.3020409273,19629.4653400829
30.0,Mauritius,150.0,2022.0,4918.0,2022,Fish,6618.0,2022,0.601,,,,,,,,,92.0,90.5,93.5,2021.0,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,8000.37643182154,9197.04299089459,9291.23627601053,9764.64413060045,10366.3550754936,9507.87133656424,9965.72531085228,10841.6847754844,11643.4605962124,11403.2527870674,9011.04288445023,9068.98018051209,10256.2303053576
29.0,Mauritius,148.0,2023.0,4918.0,2022,Fish,6618.0,2022,0.601,,,,,,,,,92.0,90.5,93.5,2021.0,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,8000.37643182154,9197.04299089459,9291.23627601053,9764.64413060045,10366.3550754936,9507.87133656424,9965.72531085228,10841.6847754844,11643.4605962124,11403.2527870674,9011.04288445023,9068.98018051209,10256.2303053576
33.0,Mauritius,146.0,2024.0,4918.0,2022,Fish,6618.0,2022,0.601,,,,,,,,,92.0,90.5,93.5,2021.0,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,8000.37643182154,9197.04299089459,9291.23627601053,9764.64413060045,10366.3550754936,9507.87133656424,9965.72531085228,10841.6847754844,11643.4605962124,11403.2527870674,9011.04288445023,9068.98018051209,10256.2303053576
31.0,Panama,149.0,2022.0,27338.0,2021,Copper,29249.0,2022,0.633,79.0,E,C-,28.8,1137.0,357.0,388.0,392.0,96.0,95.4,98.8,2019.0,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,8124.55830734871,9403.43990821634,10767.2931788172,11932.2862205866,12837.2479584282,13669.5594424097,14382.2323819969,15185.9724813803,16156.0742859681,16472.8317470488,13293.3331951688,15491.2898013383,17357.628633794
31.0,Panama,144.0,2023.0,27338.0,2021,Copper,29249.0,2022,0.633,79.0,E,C-,28.8,1137.0,357.0,388.0,392.0,96.0,95.4,98.8,2019.0,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,8124.55830734871,9403.43990821634,10767.2931788172,11932.2862205866,12837.2479584282,13669.5594424097,14382.2323819969,15185.9724813803,16156.0742859681,16472.8317470488,13293.3331951688,15491.2898013383,17357.628633794
36.0,Panama,143.0,2024.0,27338.0,2021,Copper,29249.0,2022,0.633,79.0,E,C-,28.8,1137.0,357.0,388.0,392.0,96.0,95.4,98.8,2019.0,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,8124.55830734871,9403.43990821634,10767.2931788172,11932.2862205866,12837.2479584282,13669.5594424097,14382.2323819969,15185.9724813803,16156.0742859681,16472.8317470488,13293.3331951688,15491.2898013383,17357.628633794
32.0,Grenada,148.0,2022.0,394.0,2021,Fish,589.3,2019,,,,,,,,,,99.0,98.6,98.6,2014.0,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,6760.97488416081,6775.74927822931,6900.76507593244,7205.25476521885,7726.37826175954,8379.62184743156,8849.51353500776,9309.26129609568,9574.3102711372,9887.92074235834,8437.5367823125,9010.5127999358,9689.08269960317
30.0,Grenada,147.0,2023.0,394.0,2021,Fish,589.3,2019,,,,,,,,,,99.0,98.6,98.6,2014.0,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,6760.97488416081,6775.74927822931,6900.76507593244,7205.25476521885,7726.37826175954,8379.62184743156,8849.51353500776,9309.26129609568,9574.3102711372,9887.92074235834,8437.5367823125,9010.5127999358,9689.08269960317
33.0,Grenada,146.0,2024.0,394.0,2021,Fish,589.3,2019,,,,,,,,,,99.0,98.6,98.6,2014.0,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,6760.97488416081,6775.74927822931,6900.76507593244,7205.25476521885,7726.37826175954,8379.62184743156,8849.51353500776,9309.26129609568,9574.3102711372,9887.92074235834,8437.5367823125,9010.5127999358,9689.08269960317
32.0,Saint Lucia,148.0,2022.0,711.0,2021,Petroleum,1331.0,2022,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,Saint Lucia,147.0,2023.0,711.0,2021,Petroleum,1331.0,2022,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,Saint Lucia,147.0,2024.0,711.0,2021,Petroleum,1331.0,2022,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,Ukraine,148.0,2022.0,57018.0,2022,Sunflower seed oil,55224.0,2022,0.758,90.07,T,C+,38.3,1319.0,441.0,450.0,428.0,100.0,100.0,100.0,2021.0,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,3078.41479492188,3704.84228515625,4004.78979492188,4187.73974609375,3104.65380859375,2124.66259765625,2187.7275390625,2638.32543945313,3096.5625,3661.45776367188,3751.7373046875,4827.845703125,4533.9755859375
30.0,Ukraine,150.0,2023.0,57018.0,2022,Sunflower seed oil,55224.0,2022,0.758,90.07,T,C+,38.3,1319.0,441.0,450.0,428.0,100.0,100.0,100.0,2021.0,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,3078.41479492188,3704.84228515625,4004.78979492188,4187.73974609375,3104.65380859375,2124.66259765625,2187.7275390625,2638.32543945313,3096.5625,3661.45776367188,3751.7373046875,4827.845703125,4533.9755859375
35.0,Ukraine,144.0,2024.0,57018.0,2022,Sunflower seed oil,55224.0,2022,0.758,90.07,T,C+,38.3,1319.0,441.0,450.0,428.0,100.0,100.0,100.0,2021.0,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,3078.41479492188,3704.84228515625,4004.78979492188,4187.73974609375,3104.65380859375,2124.66259765625,2187.7275390625,2638.32543945313,3096.5625,3661.45776367188,3751.7373046875,4827.845703125,4533.9755859375
33.0,Paraguay,147.0,2022.0,14970.0,2022,Soybeans,14168.0,2022,0.57,84.04,E,D+,24.5,1079.0,338.0,368.0,373.0,95.0,94.2,94.9,2020.0,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,4725.72634101583,5776.2818479967,5617.10491786787,6410.81470278733,6629.41699277341,5861.40189546648,5759.04219789251,6136.0583014952,6242.96145417898,5807.83879407975,5353.34806456279,5959.44179393627,6153.05565720044
32.0,Paraguay,143.0,2023.0,14970.0,2022,Soybeans,14168.0,2022,0.57,84.04,E,D+,24.5,1079.0,338.0,368.0,373.0,95.0,94.2,94.9,2020.0,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,4725.72634101583,5776.2818479967,5617.10491786787,6410.81470278733,6629.41699277341,5861.40189546648,5759.04219789251,6136.0583014952,6242.96145417898,5807.83879407975,5353.34806456279,5959.44179393627,6153.05565720044
37.0,Paraguay,142.0,2024.0,14970.0,2022,Soybeans,14168.0,2022,0.57,84.04,E,D+,24.5,1079.0,338.0,368.0,373.0,95.0,94.2,94.9,2020.0,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,4725.72634101583,5776.2818479967,5617.10491786787,6410.81470278733,6629.41699277341,5861.40189546648,5759.04219789251,6136.0583014952,6242.96145417898,5807.83879407975,5353.34806456279,5959.44179393627,6153.05565720044
34.0,Dominica,144.0,2022.0,123.0,2021,Medical instruments,400.0,2022,,,,,,,,,,,,,,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,7182.40020254419,7288.49794777466,7054.87597689432,7240.67911908479,7502.12090974081,7724.04241057376,8223.04145029796,7408.09130082314,7833.19501250117,8561.58701121461,7003.46989117043,7668.15813216962,8351.19321309293
